"","date","location_key","new_confirmed","new_deceased","new_recovered","new_tested","cumulative_confirmed","cumulative_deceased","cumulative_recovered","cumulative_tested"
"1",2020-03-19,"US_LA_22019",NA,NA,NA,NA,1,0,NA,NA
"2",2020-03-20,"US_LA_22019",2,0,NA,NA,3,0,NA,NA
"3",2020-03-21,"US_LA_22019",1,0,NA,NA,4,0,NA,NA
"4",2020-03-22,"US_LA_22019",0,0,NA,NA,4,0,NA,NA
"5",2020-03-23,"US_LA_22019",0,0,NA,NA,4,0,NA,NA
"6",2020-03-24,"US_LA_22019",1,1,NA,NA,5,1,NA,NA
"7",2020-03-25,"US_LA_22019",6,0,NA,NA,11,1,NA,NA
"8",2020-03-26,"US_LA_22019",4,0,NA,NA,15,1,NA,NA
"9",2020-03-27,"US_LA_22019",7,0,NA,NA,22,1,NA,NA
"10",2020-03-28,"US_LA_22019",6,0,NA,NA,28,1,NA,NA
"11",2020-03-29,"US_LA_22019",7,0,NA,NA,35,1,NA,NA
"12",2020-03-30,"US_LA_22019",7,0,NA,NA,42,1,NA,NA
"13",2020-03-31,"US_LA_22019",23,0,NA,NA,65,1,NA,NA
"14",2020-04-01,"US_LA_22019",25,0,NA,NA,90,1,NA,NA
"15",2020-04-02,"US_LA_22019",18,0,NA,NA,108,1,NA,NA
"16",2020-04-03,"US_LA_22019",11,0,NA,NA,119,1,NA,NA
"17",2020-04-04,"US_LA_22019",16,2,NA,NA,135,3,NA,NA
"18",2020-04-05,"US_LA_22019",4,0,NA,NA,139,3,NA,NA
"19",2020-04-06,"US_LA_22019",20,0,NA,NA,159,3,NA,NA
"20",2020-04-07,"US_LA_22019",27,0,NA,NA,186,3,NA,NA
"21",2020-04-08,"US_LA_22019",5,1,NA,NA,191,4,NA,NA
"22",2020-04-09,"US_LA_22019",18,0,NA,NA,209,4,NA,NA
"23",2020-04-10,"US_LA_22019",19,1,NA,NA,228,5,NA,NA
"24",2020-04-11,"US_LA_22019",20,3,NA,NA,248,8,NA,NA
"25",2020-04-12,"US_LA_22019",11,4,NA,NA,259,12,NA,NA
"26",2020-04-13,"US_LA_22019",9,1,NA,NA,268,13,NA,NA
"27",2020-04-14,"US_LA_22019",5,1,NA,NA,273,14,NA,NA
"28",2020-04-15,"US_LA_22019",9,1,NA,NA,282,15,NA,NA
"29",2020-04-16,"US_LA_22019",18,0,NA,NA,300,15,NA,NA
"30",2020-04-17,"US_LA_22019",9,1,NA,NA,309,16,NA,NA
"31",2020-04-18,"US_LA_22019",0,2,NA,NA,309,18,NA,NA
"32",2020-04-19,"US_LA_22019",14,1,NA,NA,323,19,NA,NA
"33",2020-04-20,"US_LA_22019",1,0,NA,NA,324,19,NA,NA
"34",2020-04-21,"US_LA_22019",10,1,NA,NA,334,20,NA,NA
"35",2020-04-22,"US_LA_22019",7,3,NA,NA,341,23,NA,NA
"36",2020-04-23,"US_LA_22019",11,1,NA,NA,352,24,NA,NA
"37",2020-04-24,"US_LA_22019",4,2,NA,NA,356,26,NA,NA
"38",2020-04-25,"US_LA_22019",4,0,NA,NA,360,26,NA,NA
"39",2020-04-26,"US_LA_22019",3,1,NA,NA,363,27,NA,NA
"40",2020-04-27,"US_LA_22019",6,0,NA,NA,369,27,NA,NA
"41",2020-04-28,"US_LA_22019",8,1,NA,NA,377,28,NA,NA
"42",2020-04-29,"US_LA_22019",9,1,NA,NA,386,29,NA,NA
"43",2020-04-30,"US_LA_22019",3,0,NA,NA,389,29,NA,NA
"44",2020-05-01,"US_LA_22019",48,0,NA,NA,437,29,NA,NA
"45",2020-05-02,"US_LA_22019",12,2,NA,NA,449,31,NA,NA
"46",2020-05-03,"US_LA_22019",6,0,NA,NA,455,31,NA,NA
"47",2020-05-04,"US_LA_22019",9,0,NA,NA,464,31,NA,NA
"48",2020-05-05,"US_LA_22019",6,3,NA,NA,470,34,NA,NA
"49",2020-05-06,"US_LA_22019",5,1,NA,NA,475,35,NA,NA
"50",2020-05-07,"US_LA_22019",3,2,NA,NA,478,37,NA,NA
"51",2020-05-08,"US_LA_22019",3,1,NA,NA,481,38,NA,NA
"52",2020-05-09,"US_LA_22019",9,-1,NA,NA,490,37,NA,NA
"53",2020-05-10,"US_LA_22019",3,0,NA,NA,493,37,NA,NA
"54",2020-05-11,"US_LA_22019",3,0,NA,NA,496,37,NA,NA
"55",2020-05-12,"US_LA_22019",0,3,NA,NA,496,40,NA,NA
"56",2020-05-13,"US_LA_22019",9,0,NA,NA,505,40,NA,NA
"57",2020-05-14,"US_LA_22019",2,0,NA,NA,507,40,NA,NA
"58",2020-05-15,"US_LA_22019",6,0,NA,NA,513,40,NA,NA
"59",2020-05-16,"US_LA_22019",1,0,NA,NA,514,40,NA,NA
"60",2020-05-17,"US_LA_22019",3,0,NA,NA,517,40,NA,NA
"61",2020-05-18,"US_LA_22019",3,0,NA,NA,520,40,NA,NA
"62",2020-05-19,"US_LA_22019",1,0,NA,NA,521,40,NA,NA
