"","date","location_key","new_confirmed","new_deceased","new_recovered","new_tested","cumulative_confirmed","cumulative_deceased","cumulative_recovered","cumulative_tested"
"1",2020-03-09,"US_LA_22051",NA,NA,NA,NA,1,0,NA,NA
"2",2020-03-10,"US_LA_22051",0,0,NA,NA,1,0,NA,NA
"3",2020-03-11,"US_LA_22051",0,0,NA,NA,1,0,NA,NA
"4",2020-03-12,"US_LA_22051",0,0,NA,NA,1,0,NA,NA
"5",2020-03-13,"US_LA_22051",2,0,NA,NA,3,0,NA,NA
"6",2020-03-14,"US_LA_22051",8,0,NA,NA,11,0,NA,NA
"7",2020-03-15,"US_LA_22051",3,0,NA,NA,14,0,NA,NA
"8",2020-03-16,"US_LA_22051",7,0,NA,NA,21,0,NA,NA
"9",2020-03-17,"US_LA_22051",14,0,NA,NA,35,0,NA,NA
"10",2020-03-18,"US_LA_22051",10,1,NA,NA,45,1,NA,NA
"11",2020-03-19,"US_LA_22051",24,0,NA,NA,69,1,NA,NA
"12",2020-03-20,"US_LA_22051",35,0,NA,NA,104,1,NA,NA
"13",2020-03-21,"US_LA_22051",62,1,NA,NA,166,2,NA,NA
"14",2020-03-22,"US_LA_22051",18,1,NA,NA,184,3,NA,NA
"15",2020-03-23,"US_LA_22051",68,2,NA,NA,252,5,NA,NA
"16",2020-03-24,"US_LA_22051",41,1,NA,NA,293,6,NA,NA
"17",2020-03-25,"US_LA_22051",66,1,NA,NA,359,7,NA,NA
"18",2020-03-26,"US_LA_22051",99,5,NA,NA,458,12,NA,NA
"19",2020-03-27,"US_LA_22051",90,12,NA,NA,548,24,NA,NA
"20",2020-03-28,"US_LA_22051",196,2,NA,NA,744,26,NA,NA
"21",2020-03-29,"US_LA_22051",17,2,NA,NA,761,28,NA,NA
"22",2020-03-30,"US_LA_22051",77,9,NA,NA,838,37,NA,NA
"23",2020-03-31,"US_LA_22051",355,20,NA,NA,1193,57,NA,NA
"24",2020-04-01,"US_LA_22051",240,7,NA,NA,1433,64,NA,NA
"25",2020-04-02,"US_LA_22051",745,9,NA,NA,2178,73,NA,NA
"26",2020-04-03,"US_LA_22051",317,12,NA,NA,2495,85,NA,NA
"27",2020-04-04,"US_LA_22051",513,10,NA,NA,3008,95,NA,NA
"28",2020-04-05,"US_LA_22051",80,18,NA,NA,3088,113,NA,NA
"29",2020-04-06,"US_LA_22051",442,8,NA,NA,3530,121,NA,NA
"30",2020-04-07,"US_LA_22051",392,16,NA,NA,3922,137,NA,NA
"31",2020-04-08,"US_LA_22051",170,12,NA,NA,4092,149,NA,NA
"32",2020-04-09,"US_LA_22051",388,9,NA,NA,4480,158,NA,NA
"33",2020-04-10,"US_LA_22051",198,7,NA,NA,4678,165,NA,NA
"34",2020-04-11,"US_LA_22051",199,5,NA,NA,4877,170,NA,NA
"35",2020-04-12,"US_LA_22051",113,3,NA,NA,4990,173,NA,NA
"36",2020-04-13,"US_LA_22051",98,13,NA,NA,5088,186,NA,NA
"37",2020-04-14,"US_LA_22051",100,24,NA,NA,5188,210,NA,NA
"38",2020-04-15,"US_LA_22051",77,37,NA,NA,5265,247,NA,NA
"39",2020-04-16,"US_LA_22051",81,14,NA,NA,5346,261,NA,NA
"40",2020-04-17,"US_LA_22051",130,8,NA,NA,5476,269,NA,NA
"41",2020-04-18,"US_LA_22051",67,6,NA,NA,5543,275,NA,NA
"42",2020-04-19,"US_LA_22051",49,7,NA,NA,5592,282,NA,NA
"43",2020-04-20,"US_LA_22051",169,4,NA,NA,5761,286,NA,NA
"44",2020-04-21,"US_LA_22051",41,2,NA,NA,5802,288,NA,NA
"45",2020-04-22,"US_LA_22051",58,9,NA,NA,5860,297,NA,NA
"46",2020-04-23,"US_LA_22051",69,9,NA,NA,5929,306,NA,NA
"47",2020-04-24,"US_LA_22051",56,17,NA,NA,5985,323,NA,NA
"48",2020-04-25,"US_LA_22051",22,2,NA,NA,6007,325,NA,NA
"49",2020-04-26,"US_LA_22051",52,4,NA,NA,6059,329,NA,NA
"50",2020-04-27,"US_LA_22051",45,2,NA,NA,6104,331,NA,NA
"51",2020-04-28,"US_LA_22051",31,9,NA,NA,6135,340,NA,NA
"52",2020-04-29,"US_LA_22051",38,0,NA,NA,6173,340,NA,NA
"53",2020-04-30,"US_LA_22051",24,6,NA,NA,6197,346,NA,NA
"54",2020-05-01,"US_LA_22051",108,22,NA,NA,6305,368,NA,NA
"55",2020-05-02,"US_LA_22051",57,1,NA,NA,6362,369,NA,NA
"56",2020-05-03,"US_LA_22051",26,2,NA,NA,6388,371,NA,NA
"57",2020-05-04,"US_LA_22051",38,6,NA,NA,6426,377,NA,NA
"58",2020-05-05,"US_LA_22051",65,4,NA,NA,6491,381,NA,NA
"59",2020-05-06,"US_LA_22051",63,6,NA,NA,6554,387,NA,NA
"60",2020-05-07,"US_LA_22051",34,4,NA,NA,6588,391,NA,NA
"61",2020-05-08,"US_LA_22051",22,1,NA,NA,6610,392,NA,NA
"62",2020-05-09,"US_LA_22051",69,4,NA,NA,6679,396,NA,NA
"63",2020-05-10,"US_LA_22051",30,1,NA,NA,6709,397,NA,NA
"64",2020-05-11,"US_LA_22051",46,5,NA,NA,6755,402,NA,NA
"65",2020-05-12,"US_LA_22051",34,3,NA,NA,6789,405,NA,NA
"66",2020-05-13,"US_LA_22051",44,3,NA,NA,6833,408,NA,NA
"67",2020-05-14,"US_LA_22051",27,15,NA,NA,6860,423,NA,NA
"68",2020-05-15,"US_LA_22051",37,1,NA,NA,6897,424,NA,NA
"69",2020-05-16,"US_LA_22051",85,3,NA,NA,6982,427,NA,NA
"70",2020-05-17,"US_LA_22051",57,3,NA,NA,7039,430,NA,NA
"71",2020-05-18,"US_LA_22051",20,0,NA,NA,7059,430,NA,NA
"72",2020-05-19,"US_LA_22051",36,-1,NA,NA,7095,429,NA,NA
"73",2020-05-20,"US_LA_22051",33,2,NA,NA,7128,431,NA,NA
"74",2020-05-21,"US_LA_22051",47,1,NA,NA,7175,432,NA,NA
"75",2020-05-22,"US_LA_22051",57,0,NA,NA,7232,432,NA,NA
"76",2020-05-23,"US_LA_22051",1,0,NA,NA,7233,432,NA,NA
"77",2020-05-24,"US_LA_22051",15,0,NA,NA,7248,432,NA,NA
"78",2020-05-25,"US_LA_22051",50,0,NA,NA,7298,432,NA,NA
"79",2020-05-26,"US_LA_22051",34,6,NA,NA,7332,438,NA,NA
"80",2020-05-27,"US_LA_22051",62,0,NA,NA,7394,438,NA,NA
"81",2020-05-28,"US_LA_22051",30,3,NA,NA,7424,441,NA,NA
"82",2020-05-29,"US_LA_22051",0,5,NA,NA,7424,446,NA,NA
"83",2020-05-30,"US_LA_22051",112,1,NA,NA,7536,447,NA,NA
"84",2020-05-31,"US_LA_22051",48,3,NA,NA,7584,450,NA,NA
"85",2020-06-01,"US_LA_22051",68,1,NA,NA,7652,451,NA,NA
"86",2020-06-02,"US_LA_22051",59,2,NA,NA,7711,453,NA,NA
"87",2020-06-03,"US_LA_22051",27,1,NA,NA,7738,454,NA,NA
"88",2020-06-04,"US_LA_22051",25,1,NA,NA,7763,455,NA,NA
"89",2020-06-05,"US_LA_22051",40,2,NA,NA,7803,457,NA,NA
"90",2020-06-06,"US_LA_22051",28,1,NA,NA,7831,458,NA,NA
"91",2020-06-07,"US_LA_22051",31,1,NA,NA,7862,459,NA,NA
"92",2020-06-08,"US_LA_22051",23,3,NA,NA,7885,462,NA,NA
"93",2020-06-09,"US_LA_22051",55,0,NA,NA,7940,462,NA,NA
"94",2020-06-10,"US_LA_22051",31,1,NA,NA,7971,463,NA,NA
"95",2020-06-11,"US_LA_22051",61,1,NA,NA,8032,464,NA,NA
"96",2020-06-12,"US_LA_22051",59,1,NA,NA,8091,465,NA,NA
"97",2020-06-13,"US_LA_22051",248,0,NA,NA,8339,465,NA,NA
"98",2020-06-14,"US_LA_22051",40,1,NA,NA,8379,466,NA,NA
"99",2020-06-15,"US_LA_22051",37,1,NA,NA,8416,467,NA,NA
"100",2020-06-16,"US_LA_22051",52,4,NA,NA,8468,471,NA,NA
"101",2020-06-17,"US_LA_22051",39,1,NA,NA,8507,472,NA,NA
"102",2020-06-18,"US_LA_22051",0,0,NA,NA,8507,472,NA,NA
"103",2020-06-19,"US_LA_22051",35,2,NA,NA,8542,474,NA,NA
"104",2020-06-20,"US_LA_22051",105,3,NA,NA,8647,477,NA,NA
"105",2020-06-21,"US_LA_22051",34,0,NA,NA,8681,477,NA,NA
"106",2020-06-22,"US_LA_22051",60,0,NA,NA,8741,477,NA,NA
"107",2020-06-23,"US_LA_22051",147,2,NA,NA,8888,479,NA,NA
"108",2020-06-24,"US_LA_22051",115,0,NA,NA,9003,479,NA,NA
"109",2020-06-25,"US_LA_22051",71,1,NA,NA,9074,480,NA,NA
"110",2020-06-26,"US_LA_22051",95,1,NA,NA,9169,481,NA,NA
"111",2020-06-27,"US_LA_22051",0,0,NA,NA,9169,481,NA,NA
"112",2020-06-28,"US_LA_22051",173,2,NA,NA,9342,483,NA,NA
"113",2020-06-29,"US_LA_22051",61,0,NA,NA,9403,483,NA,NA
"114",2020-06-30,"US_LA_22051",86,1,NA,NA,9489,484,NA,NA
"115",2020-07-01,"US_LA_22051",148,1,NA,NA,9637,485,NA,NA
"116",2020-07-02,"US_LA_22051",75,1,NA,NA,9712,486,NA,NA
"117",2020-07-03,"US_LA_22051",162,0,NA,NA,9874,486,NA,NA
"118",2020-07-04,"US_LA_22051",0,0,NA,NA,9874,486,NA,NA
"119",2020-07-05,"US_LA_22051",150,1,NA,NA,10024,487,NA,NA
"120",2020-07-06,"US_LA_22051",73,0,NA,NA,10097,487,NA,NA
"121",2020-07-07,"US_LA_22051",175,1,NA,NA,10272,488,NA,NA
"122",2020-07-08,"US_LA_22051",180,0,NA,NA,10452,488,NA,NA
"123",2020-07-09,"US_LA_22051",92,1,NA,NA,10544,489,NA,NA
"124",2020-07-10,"US_LA_22051",268,1,NA,NA,10812,490,NA,NA
"125",2020-07-11,"US_LA_22051",183,1,NA,NA,10995,491,NA,NA
"126",2020-07-12,"US_LA_22051",105,2,NA,NA,11100,493,NA,NA
"127",2020-07-13,"US_LA_22051",156,2,NA,NA,11256,495,NA,NA
"128",2020-07-14,"US_LA_22051",194,0,NA,NA,11450,495,NA,NA
"129",2020-07-15,"US_LA_22051",164,0,NA,NA,11614,495,NA,NA
"130",2020-07-16,"US_LA_22051",222,2,NA,NA,11836,497,NA,NA
"131",2020-07-17,"US_LA_22051",194,1,NA,NA,12030,498,NA,NA
"132",2020-07-18,"US_LA_22051",0,0,NA,NA,12030,498,NA,NA
"133",2020-07-19,"US_LA_22051",224,2,NA,NA,12254,500,NA,NA
"134",2020-07-20,"US_LA_22051",232,1,NA,NA,12486,501,NA,NA
"135",2020-07-21,"US_LA_22051",151,3,NA,NA,12637,504,NA,NA
"136",2020-07-22,"US_LA_22051",175,3,NA,NA,12812,507,NA,NA
"137",2020-07-23,"US_LA_22051",133,0,NA,NA,12945,507,NA,NA
"138",2020-07-24,"US_LA_22051",183,0,NA,NA,13128,507,NA,NA
"139",2020-07-25,"US_LA_22051",0,0,NA,NA,13128,507,NA,NA
"140",2020-07-26,"US_LA_22051",320,3,NA,NA,13448,510,NA,NA
"141",2020-07-27,"US_LA_22051",232,0,NA,NA,13680,510,NA,NA
"142",2020-07-28,"US_LA_22051",100,0,NA,NA,13780,510,NA,NA
"143",2020-07-29,"US_LA_22051",92,0,NA,NA,13872,510,NA,NA
"144",2020-07-30,"US_LA_22051",154,3,NA,NA,14026,513,NA,NA
"145",2020-07-31,"US_LA_22051",129,0,NA,NA,14155,513,NA,NA
"146",2020-08-01,"US_LA_22051",0,0,NA,NA,14155,513,NA,NA
"147",2020-08-02,"US_LA_22051",298,5,NA,NA,14453,518,NA,NA
"148",2020-08-03,"US_LA_22051",80,0,NA,NA,14533,518,NA,NA
"149",2020-08-04,"US_LA_22051",262,0,NA,NA,14795,518,NA,NA
"150",2020-08-05,"US_LA_22051",119,2,NA,NA,14914,520,NA,NA
"151",2020-08-06,"US_LA_22051",88,1,NA,NA,15002,521,NA,NA
"152",2020-08-07,"US_LA_22051",101,2,NA,NA,15103,523,NA,NA
"153",2020-08-08,"US_LA_22051",0,0,NA,NA,15103,523,NA,NA
"154",2020-08-09,"US_LA_22051",176,6,NA,NA,15279,529,NA,NA
"155",2020-08-10,"US_LA_22051",71,0,NA,NA,15350,529,NA,NA
"156",2020-08-11,"US_LA_22051",102,0,NA,NA,15452,529,NA,NA
"157",2020-08-12,"US_LA_22051",57,0,NA,NA,15509,529,NA,NA
"158",2020-08-13,"US_LA_22051",88,0,NA,NA,15597,529,NA,NA
"159",2020-08-14,"US_LA_22051",106,1,NA,NA,15703,530,NA,NA
"160",2020-08-15,"US_LA_22051",0,0,NA,NA,15703,530,NA,NA
"161",2020-08-16,"US_LA_22051",86,1,NA,NA,15789,531,NA,NA
"162",2020-08-17,"US_LA_22051",26,0,NA,NA,15815,531,NA,NA
"163",2020-08-18,"US_LA_22051",50,1,NA,NA,15865,532,NA,NA
"164",2020-08-19,"US_LA_22051",40,0,NA,NA,15905,532,NA,NA
"165",2020-08-20,"US_LA_22051",59,2,NA,NA,15964,534,NA,NA
"166",2020-08-21,"US_LA_22051",42,3,NA,NA,16006,537,NA,NA
"167",2020-08-22,"US_LA_22051",0,0,NA,NA,16006,537,NA,NA
"168",2020-08-23,"US_LA_22051",125,0,NA,NA,16131,537,NA,NA
"169",2020-08-24,"US_LA_22051",40,1,NA,NA,16171,538,NA,NA
"170",2020-08-25,"US_LA_22051",-12,1,NA,NA,16159,539,NA,NA
"171",2020-08-26,"US_LA_22051",68,2,NA,NA,16227,541,NA,NA
"172",2020-08-27,"US_LA_22051",42,0,NA,NA,16269,541,NA,NA
"173",2020-08-28,"US_LA_22051",46,2,NA,NA,16315,543,NA,NA
"174",2020-08-29,"US_LA_22051",0,0,NA,NA,16315,543,NA,NA
"175",2020-08-30,"US_LA_22051",123,2,NA,NA,16438,545,NA,NA
"176",2020-08-31,"US_LA_22051",23,1,NA,NA,16461,546,NA,NA
"177",2020-09-01,"US_LA_22051",65,3,NA,NA,16526,549,NA,NA
"178",2020-09-02,"US_LA_22051",49,0,NA,NA,16575,549,NA,NA
"179",2020-09-03,"US_LA_22051",54,3,NA,NA,16629,552,NA,NA
"180",2020-09-04,"US_LA_22051",49,1,NA,NA,16678,553,NA,NA
"181",2020-09-05,"US_LA_22051",0,0,NA,NA,16678,553,NA,NA
"182",2020-09-06,"US_LA_22051",86,3,NA,NA,16764,556,NA,NA
"183",2020-09-07,"US_LA_22051",38,0,NA,NA,16802,556,NA,NA
"184",2020-09-08,"US_LA_22051",23,0,NA,NA,16825,556,NA,NA
"185",2020-09-09,"US_LA_22051",46,1,NA,NA,16871,557,NA,NA
"186",2020-09-10,"US_LA_22051",49,1,NA,NA,16920,558,NA,NA
"187",2020-09-11,"US_LA_22051",54,1,NA,NA,16974,559,NA,NA
"188",2020-09-12,"US_LA_22051",0,0,NA,NA,16974,559,NA,NA
"189",2020-09-13,"US_LA_22051",49,0,NA,NA,17023,559,NA,NA
"190",2020-09-14,"US_LA_22051",25,1,NA,NA,17048,560,NA,NA
"191",2020-09-15,"US_LA_22051",29,3,NA,NA,17077,563,NA,NA
"192",2020-09-16,"US_LA_22051",46,1,NA,NA,17123,564,NA,NA
"193",2020-09-17,"US_LA_22051",18,0,NA,NA,17141,564,NA,NA
"194",2020-09-18,"US_LA_22051",57,0,NA,NA,17198,564,NA,NA
"195",2020-09-19,"US_LA_22051",0,0,NA,NA,17198,564,NA,NA
"196",2020-09-20,"US_LA_22051",76,1,NA,NA,17274,565,NA,NA
"197",2020-09-21,"US_LA_22051",25,0,NA,NA,17299,565,NA,NA
"198",2020-09-22,"US_LA_22051",45,0,NA,NA,17344,565,NA,NA
"199",2020-09-23,"US_LA_22051",42,0,NA,NA,17386,565,NA,NA
"200",2020-09-24,"US_LA_22051",46,2,NA,NA,17432,567,NA,NA
"201",2020-09-25,"US_LA_22051",27,1,NA,NA,17459,568,NA,NA
"202",2020-09-26,"US_LA_22051",0,0,NA,NA,17459,568,NA,NA
"203",2020-09-27,"US_LA_22051",71,0,NA,NA,17530,568,NA,NA
"204",2020-09-28,"US_LA_22051",10,1,NA,NA,17540,569,NA,NA
"205",2020-09-29,"US_LA_22051",61,0,NA,NA,17601,569,NA,NA
"206",2020-09-30,"US_LA_22051",32,0,NA,NA,17633,569,NA,NA
"207",2020-10-01,"US_LA_22051",40,1,NA,NA,17673,570,NA,NA
"208",2020-10-02,"US_LA_22051",10,0,NA,NA,17683,570,NA,NA
"209",2020-10-03,"US_LA_22051",0,0,NA,NA,17683,570,NA,NA
"210",2020-10-04,"US_LA_22051",81,1,NA,NA,17764,571,NA,NA
"211",2020-10-05,"US_LA_22051",31,1,NA,NA,17795,572,NA,NA
"212",2020-10-06,"US_LA_22051",50,1,NA,NA,17845,573,NA,NA
"213",2020-10-07,"US_LA_22051",68,0,NA,NA,17913,573,NA,NA
"214",2020-10-08,"US_LA_22051",34,0,NA,NA,17947,573,NA,NA
"215",2020-10-09,"US_LA_22051",13,2,NA,NA,17960,575,NA,NA
"216",2020-10-10,"US_LA_22051",0,0,NA,NA,17960,575,NA,NA
"217",2020-10-11,"US_LA_22051",91,1,NA,NA,18051,576,NA,NA
"218",2020-10-12,"US_LA_22051",-5,2,NA,NA,18046,578,NA,NA
"219",2020-10-13,"US_LA_22051",72,0,NA,NA,18118,578,NA,NA
"220",2020-10-14,"US_LA_22051",-2,0,NA,NA,18116,578,NA,NA
"221",2020-10-15,"US_LA_22051",66,0,NA,NA,18182,578,NA,NA
"222",2020-10-16,"US_LA_22051",70,2,NA,NA,18252,580,NA,NA
"223",2020-10-17,"US_LA_22051",0,0,NA,NA,18252,580,NA,NA
"224",2020-10-18,"US_LA_22051",92,0,NA,NA,18344,580,NA,NA
"225",2020-10-19,"US_LA_22051",14,0,NA,NA,18358,580,NA,NA
"226",2020-10-20,"US_LA_22051",47,0,NA,NA,18405,580,NA,NA
"227",2020-10-21,"US_LA_22051",36,1,NA,NA,18441,581,NA,NA
"228",2020-10-22,"US_LA_22051",50,0,NA,NA,18491,581,NA,NA
"229",2020-10-23,"US_LA_22051",48,2,NA,NA,18539,583,NA,NA
"230",2020-10-24,"US_LA_22051",0,0,NA,NA,18539,583,NA,NA
"231",2020-10-25,"US_LA_22051",85,1,NA,NA,18624,584,NA,NA
"232",2020-10-26,"US_LA_22051",21,0,NA,NA,18645,584,NA,NA
"233",2020-10-27,"US_LA_22051",42,1,NA,NA,18687,585,NA,NA
"234",2020-10-28,"US_LA_22051",39,0,NA,NA,18726,585,NA,NA
"235",2020-10-29,"US_LA_22051",31,2,NA,NA,18757,587,NA,NA
"236",2020-10-30,"US_LA_22051",28,2,NA,NA,18785,589,NA,NA
"237",2020-10-31,"US_LA_22051",0,0,NA,NA,18785,589,NA,NA
"238",2020-11-01,"US_LA_22051",81,0,NA,NA,18866,589,NA,NA
"239",2020-11-02,"US_LA_22051",18,0,NA,NA,18884,589,NA,NA
"240",2020-11-03,"US_LA_22051",50,0,NA,NA,18934,589,NA,NA
"241",2020-11-04,"US_LA_22051",42,0,NA,NA,18976,589,NA,NA
"242",2020-11-05,"US_LA_22051",39,0,NA,NA,19015,589,NA,NA
"243",2020-11-06,"US_LA_22051",62,1,NA,NA,19077,590,NA,NA
"244",2020-11-07,"US_LA_22051",0,0,NA,NA,19077,590,NA,NA
"245",2020-11-08,"US_LA_22051",105,2,NA,NA,19182,592,NA,NA
"246",2020-11-09,"US_LA_22051",38,0,NA,NA,19220,592,NA,NA
"247",2020-11-10,"US_LA_22051",82,0,NA,NA,19302,592,NA,NA
"248",2020-11-11,"US_LA_22051",0,0,NA,NA,19302,592,NA,NA
"249",2020-11-12,"US_LA_22051",163,1,NA,NA,19465,593,NA,NA
"250",2020-11-13,"US_LA_22051",525,27,NA,NA,19990,620,NA,NA
"251",2020-11-14,"US_LA_22051",0,0,NA,NA,19990,620,NA,NA
"252",2020-11-15,"US_LA_22051",159,0,NA,NA,20149,620,NA,NA
"253",2020-11-16,"US_LA_22051",44,0,NA,NA,20193,620,NA,NA
"254",2020-11-17,"US_LA_22051",164,1,NA,NA,20357,621,NA,NA
"255",2020-11-18,"US_LA_22051",186,1,NA,NA,20543,622,NA,NA
"256",2020-11-19,"US_LA_22051",137,0,NA,NA,20680,622,NA,NA
"257",2020-11-20,"US_LA_22051",247,3,NA,NA,20927,625,NA,NA
"258",2020-11-21,"US_LA_22051",0,0,NA,NA,20927,625,NA,NA
"259",2020-11-22,"US_LA_22051",263,2,NA,NA,21190,627,NA,NA
"260",2020-11-23,"US_LA_22051",91,1,NA,NA,21281,628,NA,NA
"261",2020-11-24,"US_LA_22051",272,0,NA,NA,21553,628,NA,NA
"262",2020-11-25,"US_LA_22051",113,0,NA,NA,21666,628,NA,NA
"263",2020-11-26,"US_LA_22051",0,0,NA,NA,21666,628,NA,NA
"264",2020-11-27,"US_LA_22051",723,1,NA,NA,22389,629,NA,NA
"265",2020-11-28,"US_LA_22051",0,0,NA,NA,22389,629,NA,NA
"266",2020-11-29,"US_LA_22051",214,0,NA,NA,22603,629,NA,NA
"267",2020-11-30,"US_LA_22051",6,0,NA,NA,22609,629,NA,NA
"268",2020-12-01,"US_LA_22051",551,0,NA,NA,23160,629,NA,NA
"269",2020-12-02,"US_LA_22051",924,1,NA,NA,24084,630,NA,NA
"270",2020-12-03,"US_LA_22051",244,1,NA,NA,24328,631,NA,NA
"271",2020-12-04,"US_LA_22051",260,0,NA,NA,24588,631,NA,NA
"272",2020-12-05,"US_LA_22051",0,0,NA,NA,24588,631,NA,NA
"273",2020-12-06,"US_LA_22051",355,0,NA,NA,24943,631,NA,NA
"274",2020-12-07,"US_LA_22051",129,0,NA,NA,25072,631,NA,NA
"275",2020-12-08,"US_LA_22051",244,2,NA,NA,25316,633,NA,NA
"276",2020-12-09,"US_LA_22051",451,6,NA,NA,25767,639,NA,NA
"277",2020-12-10,"US_LA_22051",224,2,NA,NA,25991,641,NA,NA
"278",2020-12-11,"US_LA_22051",286,0,NA,NA,26277,641,NA,NA
"279",2020-12-12,"US_LA_22051",0,0,NA,NA,26277,641,NA,NA
"280",2020-12-13,"US_LA_22051",409,2,NA,NA,26686,643,NA,NA
"281",2020-12-14,"US_LA_22051",135,0,NA,NA,26821,643,NA,NA
"282",2020-12-15,"US_LA_22051",307,0,NA,NA,27128,643,NA,NA
"283",2020-12-16,"US_LA_22051",227,0,NA,NA,27355,643,NA,NA
"284",2020-12-17,"US_LA_22051",386,1,NA,NA,27741,644,NA,NA
"285",2020-12-18,"US_LA_22051",304,0,NA,NA,28045,644,NA,NA
"286",2020-12-19,"US_LA_22051",0,0,NA,NA,28045,644,NA,NA
"287",2020-12-20,"US_LA_22051",386,1,NA,NA,28431,645,NA,NA
"288",2020-12-21,"US_LA_22051",182,2,NA,NA,28613,647,NA,NA
"289",2020-12-22,"US_LA_22051",289,6,NA,NA,28902,653,NA,NA
"290",2020-12-23,"US_LA_22051",288,12,NA,NA,29190,665,NA,NA
"291",2020-12-24,"US_LA_22051",272,1,NA,NA,29462,666,NA,NA
"292",2020-12-25,"US_LA_22051",0,0,NA,NA,29462,666,NA,NA
"293",2020-12-26,"US_LA_22051",0,0,NA,NA,29462,666,NA,NA
"294",2020-12-27,"US_LA_22051",569,0,NA,NA,30031,666,NA,NA
"295",2020-12-28,"US_LA_22051",96,1,NA,NA,30127,667,NA,NA
"296",2020-12-29,"US_LA_22051",501,0,NA,NA,30628,667,NA,NA
"297",2020-12-30,"US_LA_22051",470,1,NA,NA,31098,668,NA,NA
"298",2020-12-31,"US_LA_22051",400,1,NA,NA,31498,669,NA,NA
"299",2021-01-01,"US_LA_22051",0,0,NA,NA,31498,669,NA,NA
"300",2021-01-02,"US_LA_22051",0,0,NA,NA,31498,669,NA,NA
"301",2021-01-03,"US_LA_22051",877,6,NA,NA,32375,675,NA,NA
"302",2021-01-04,"US_LA_22051",226,4,NA,NA,32601,679,NA,NA
"303",2021-01-05,"US_LA_22051",490,2,NA,NA,33091,681,NA,NA
"304",2021-01-06,"US_LA_22051",538,1,NA,NA,33629,682,NA,NA
"305",2021-01-07,"US_LA_22051",486,2,NA,NA,34115,684,NA,NA
"306",2021-01-08,"US_LA_22051",376,21,NA,NA,34491,705,NA,NA
"307",2021-01-09,"US_LA_22051",0,0,NA,NA,34491,705,NA,NA
"308",2021-01-10,"US_LA_22051",646,3,NA,NA,35137,708,NA,NA
"309",2021-01-11,"US_LA_22051",242,0,NA,NA,35379,708,NA,NA
"310",2021-01-12,"US_LA_22051",444,1,NA,NA,35823,709,NA,NA
"311",2021-01-13,"US_LA_22051",326,3,NA,NA,36149,712,NA,NA
"312",2021-01-14,"US_LA_22051",528,3,NA,NA,36677,715,NA,NA
"313",2021-01-15,"US_LA_22051",523,0,NA,NA,37200,715,NA,NA
"314",2021-01-16,"US_LA_22051",0,0,NA,NA,37200,715,NA,NA
"315",2021-01-17,"US_LA_22051",484,18,NA,NA,37684,733,NA,NA
"316",2021-01-18,"US_LA_22051",129,1,NA,NA,37813,734,NA,NA
"317",2021-01-19,"US_LA_22051",224,3,NA,NA,38037,737,NA,NA
"318",2021-01-20,"US_LA_22051",246,1,NA,NA,38283,738,NA,NA
"319",2021-01-21,"US_LA_22051",394,4,NA,NA,38677,742,NA,NA
"320",2021-01-22,"US_LA_22051",196,1,NA,NA,38873,743,NA,NA
"321",2021-01-23,"US_LA_22051",0,0,NA,NA,38873,743,NA,NA
"322",2021-01-24,"US_LA_22051",395,23,NA,NA,39268,766,NA,NA
"323",2021-01-25,"US_LA_22051",296,3,NA,NA,39564,769,NA,NA
"324",2021-01-26,"US_LA_22051",281,0,NA,NA,39845,769,NA,NA
"325",2021-01-27,"US_LA_22051",355,8,NA,NA,40200,777,NA,NA
"326",2021-01-28,"US_LA_22051",250,5,NA,NA,40450,782,NA,NA
"327",2021-01-29,"US_LA_22051",305,3,NA,NA,40755,785,NA,NA
"328",2021-01-30,"US_LA_22051",0,0,NA,NA,40755,785,NA,NA
"329",2021-01-31,"US_LA_22051",400,13,NA,NA,41155,798,NA,NA
"330",2021-02-01,"US_LA_22051",123,0,NA,NA,41278,798,NA,NA
"331",2021-02-02,"US_LA_22051",234,0,NA,NA,41512,798,NA,NA
"332",2021-02-03,"US_LA_22051",179,0,NA,NA,41691,798,NA,NA
"333",2021-02-04,"US_LA_22051",133,1,NA,NA,41824,799,NA,NA
"334",2021-02-05,"US_LA_22051",69,4,NA,NA,41893,803,NA,NA
"335",2021-02-06,"US_LA_22051",0,0,NA,NA,41893,803,NA,NA
"336",2021-02-07,"US_LA_22051",211,12,NA,NA,42104,815,NA,NA
"337",2021-02-08,"US_LA_22051",109,1,NA,NA,42213,816,NA,NA
"338",2021-02-09,"US_LA_22051",126,-1,NA,NA,42339,815,NA,NA
"339",2021-02-10,"US_LA_22051",69,3,NA,NA,42408,818,NA,NA
"340",2021-02-11,"US_LA_22051",239,1,NA,NA,42647,819,NA,NA
